student_id,Age,Gender,Living_Status,GPA,Attendance_Rate,acad_workload_stress,acad_exam_anxiety,acad_confidence,acad_grade_pressure,sleep_duration,sleep_disturbance,sleep_restfulness,sleep_aid_usage,screen_time_daily,screen_distraction,screen_bedtime_habit,screen_physical_strain,social_media_daily,social_media_comparison,social_media_dependency,fin_expense_worry,fin_academic_impact,fin_work_status,fam_communication,fam_support_emotional,fam_conflict_stress,fam_contact_satisfaction,phys_exercise_frequency,phys_stress_relief,phys_sedentary_habit,study_hours_weekly,study_cramming_habit,study_procrastination,study_peer_collaboration,well_depressive_mood,well_anxious_mood,well_emotional_coping,well_loneliness,well_optimism,well_overwhelmed,env_belonging,env_safety,env_counseling_use,Coping_Mechanism,Risk_Level
STU-2026-0095,21,Female,Off-Campus with family,3.33,0.6,1,2,5,1,5.6,3,2,1,7.922580828625639,1,4,3,4.198941893255405,3,4,3,4,Part-time,4,4,1,3,1.5,4,4,21.110616511865267,3,5,3,1.0,0,5,1,5,3,3,4,0,Active Coping,0
STU-2026-0096,20,Male,On-Campus,2.21,1.0,2,3,4,2,7.9,2,3,3,8.518141274149139,3,4,4,3.359420386670738,2,2,1,1,No,1,2,1,1,0.0,2,5,15.55586080144768,2,3,4,0.0,2,2,3,3,3,4,5,1,Denial,2
STU-2026-0097,20,Female,On-Campus,3.12,1.0,1,2,4,2,7.2,1,5,1,9.016455238526838,4,5,3,2.3957279816067074,3,3,1,2,No,1,1,2,1,1.5,4,5,22.57318453290179,5,2,2,1.0,0,5,2,3,3,4,4,0,Social Support Seeking,0
STU-2026-0098,20,Male,Off-Campus alone,3.32,0.8,3,3,4,3,7.7,1,5,2,2.9713314229036314,2,2,1,0.9842312605887934,1,1,1,2,No,1,2,1,1,1.5,3,4,25.17839159519378,5,2,2,0.0,2,5,4,3,3,4,4,0,Active Coping,1
STU-2026-0099,18,Non-Binary,On-Campus,3.28,1.0,2,3,4,2,7.0,3,3,1,7.521262052908106,2,4,5,3.6899893682835025,3,1,5,5,Part-time,4,5,1,3,3.5,4,3,15.1397572762223,5,4,3,0.0,1,5,1,5,3,2,4,1,Substance Use,0
STU-2026-0100,18,Prefer not to say,On-Campus,3.49,0.8,5,5,1,5,8.4,1,4,2,6.60096043687947,2,4,3,3.6904911918168346,4,2,3,2,Part-time,4,3,2,4,0.0,3,2,17.090935392338743,4,4,3,0.0,3,4,2,5,2,5,2,0,Active Coping,1
STU-2026-0101,18,Female,On-Campus,2.37,0.8,3,2,4,3,7.3,2,4,2,13.694943190424695,5,4,5,3.590963974126004,3,4,5,5,No,1,2,2,1,3.5,5,5,6.1635132344471195,3,2,5,0.0,2,3,3,5,3,3,5,0,Denial,1
STU-2026-0102,20,Female,On-Campus,3.23,1.0,4,3,3,5,7.2,2,3,1,7.161736097740927,2,5,2,3.5794258902302127,2,2,4,3,Full-time,3,2,4,2,0.0,4,3,7.74513368779456,1,2,1,0.0,2,5,1,5,4,4,2,0,Social Support Seeking,1
STU-2026-0103,19,Male,On-Campus,2.67,0.8,3,4,2,3,8.3,2,3,1,5.443367003846571,1,4,3,2.5865553966471246,1,3,2,2,No,4,4,1,4,0.0,3,5,10.809018429952406,4,2,2,0.0,2,4,2,4,3,5,4,0,Denial,1
STU-2026-0104,20,Female,Off-Campus with family,2.94,1.0,3,4,4,3,8.3,1,5,1,7.275922141792288,3,5,5,3.3249343355942913,4,3,2,3,No,5,5,1,4,1.5,4,3,12.781908477414733,1,4,3,0.0,2,4,2,3,2,3,3,0,Denial,1
STU-2026-0105,23,Female,Off-Campus with family,3.03,1.0,5,4,2,5,7.8,3,2,3,6.978579279973085,2,4,3,3.8037553008376603,4,3,3,3,Part-time,5,4,1,4,0.0,5,4,9.519384876309658,2,1,4,,3,5,1,5,2,4,5,0,Social Support Seeking,1
STU-2026-0106,19,Male,Off-Campus alone,2.99,1.0,1,2,5,1,8.0,2,3,1,2.0274017321224616,2,4,1,1.2544037262432246,1,4,2,2,Part-time,3,3,1,2,1.5,4,3,14.82002294011379,3,1,5,0.0,1,4,3,4,2,5,4,0,Substance Use,0
STU-2026-0107,20,Female,Off-Campus alone,3.32,1.0,2,2,3,2,7.7,2,3,1,8.020761158544593,4,5,4,2.899463784426743,2,1,4,5,Part-time,2,3,2,1,1.5,5,4,12.931454161626908,3,3,2,0.0,2,3,4,4,3,3,4,0,Substance Use,1
STU-2026-0108,21,Female,On-Campus,2.94,0.6,4,4,1,4,6.5,2,3,1,6.223604773303546,5,3,2,4.011151209610512,4,2,2,1,Part-time,2,1,3,2,5.5,3,5,20.354476156698077,1,4,1,0.0,2,3,1,4,3,3,4,1,Denial,1
STU-2026-0109,19,Non-Binary,On-Campus,2.86,1.0,1,1,5,2,7.5,3,3,2,6.933271962098703,3,2,2,1.9435126536891518,2,2,3,4,No,4,3,2,4,5.5,5,4,12.62613177258146,4,4,2,0.0,1,4,2,4,2,5,5,1,Denial,0
STU-2026-0110,18,Female,On-Campus,2.95,1.0,1,2,4,1,7.5,1,4,1,4.816078665273604,3,5,2,1.3798640169005516,1,4,4,4,Part-time,5,4,1,5,1.5,4,3,3.5664102589225273,5,3,2,0.0,1,4,1,4,3,2,3,0,Social Support Seeking,1
STU-2026-0111,19,Female,Off-Campus with family,2.86,1.0,3,2,3,4,7.5,2,4,1,4.265214424469411,2,4,2,1.421962911800998,2,2,1,1,No,3,3,2,3,3.5,3,2,15.628755862677101,4,4,5,0.0,2,4,3,4,3,1,4,0,Social Support Seeking,1
STU-2026-0112,19,Male,On-Campus,3.13,1.0,1,2,5,2,5.4,2,3,1,9.197205835189113,3,5,3,2.389116172479629,2,2,1,2,Part-time,3,3,4,3,0.0,4,5,14.929009877943304,3,3,2,0.0,0,5,1,3,2,5,4,1,Social Support Seeking,0
STU-2026-0113,23,Non-Binary,Off-Campus with family,2.4,1.0,3,4,3,3,6.0,1,4,1,9.771141641107059,4,5,5,3.0794692117445908,3,2,3,2,No,3,4,1,3,1.5,5,5,10.689750592977532,5,5,2,0.0,3,5,2,4,2,4,2,1,Substance Use,1
STU-2026-0114,22,Female,Off-Campus with family,3.63,1.0,2,1,4,3,6.8,1,5,1,8.045246513593089,3,4,5,2.03710373496832,2,2,3,2,Part-time,3,4,2,3,3.5,5,4,15.474999417485185,1,2,2,0.0,1,5,1,4,2,5,3,0,Active Coping,0
STU-2026-0115,20,Male,Off-Campus with family,3.12,0.8,5,4,2,5,9.0,1,4,1,2.4730059986009136,2,4,3,1.5107005280050174,1,2,1,1,No,3,2,5,2,0.0,4,3,9.623677058868324,4,4,2,0.0,3,5,2,4,3,1,3,0,Social Support Seeking,1
STU-2026-0116,22,Male,Off-Campus with family,3.95,1.0,4,3,2,5,7.6,1,4,1,8.20765839815331,4,4,4,2.211836686301239,2,3,5,5,Part-time,4,5,3,4,0.0,2,5,16.649199768116713,1,3,4,0.0,2,3,2,4,2,2,2,1,Substance Use,1
STU-2026-0117,22,Male,On-Campus,3.96,1.0,4,4,1,4,9.1,3,2,2,2.5101586216582845,1,3,2,1.4399494278581833,1,2,1,1,No,1,1,3,1,0.0,4,3,28.164622184649257,3,2,1,0.0,3,3,3,3,3,2,4,0,Social Support Seeking,2
STU-2026-0118,19,Female,Off-Campus alone,2.39,1.0,4,5,1,5,8.9,2,3,1,5.3470609129293365,4,5,2,1.1975113677391904,5,1,4,5,Part-time,3,4,1,3,1.5,3,4,5.971972635466168,3,4,2,0.0,2,5,3,5,3,4,2,0,Active Coping,1
STU-2026-0119,22,Prefer not to say,Off-Campus alone,3.17,1.0,5,4,1,5,7.5,2,3,1,9.163896121893105,4,5,5,6.1788500997993925,4,3,5,5,No,4,4,1,3,1.5,2,5,12.4187895649542,4,2,5,0.0,3,5,3,5,2,4,4,0,Social Support Seeking,1
STU-2026-0120,20,Male,On-Campus,2.46,0.6,2,3,3,2,7.3,1,4,1,8.643996204261228,4,4,4,4.802431789458292,3,3,1,1,No,1,2,1,1,1.5,4,4,11.617474392754321,1,3,1,1.0,2,5,2,5,2,3,3,2,Active Coping,1
STU-2026-0121,22,Female,Off-Campus alone,3.45,1.0,5,5,1,5,6.3,2,4,1,8.142418411333674,3,1,3,1.656153853437275,4,3,1,1,No,1,1,2,1,1.5,5,5,12.833700582562281,2,3,3,,3,4,4,4,4,1,3,0,Active Coping,2
STU-2026-0122,22,Male,Off-Campus with family,2.92,1.0,4,4,2,4,8.9,3,3,1,10.28225663479946,4,3,5,5.983535610569064,2,3,1,2,No,3,3,1,3,1.5,4,4,20.099622897984872,3,2,2,0.0,3,4,2,5,3,4,5,0,Substance Use,2
STU-2026-0123,19,Non-Binary,Off-Campus alone,2.82,1.0,4,3,3,4,5.8,2,4,1,8.400037868519817,3,3,4,3.8391613746826434,3,3,3,2,Part-time,5,5,3,4,3.5,3,3,17.714132796595123,3,3,3,0.0,3,4,3,5,2,4,4,0,Substance Use,1
STU-2026-0124,18,Female,Off-Campus alone,2.64,0.8,3,2,3,3,8.3,2,3,1,1.952451937397794,2,5,3,1.1513269058601419,1,1,1,1,No,4,5,3,4,0.0,4,3,19.243832513032118,3,3,1,0.0,2,5,2,5,2,2,3,1,Active Coping,0
STU-2026-0125,19,Female,Off-Campus with family,2.82,0.8,2,3,4,2,8.4,3,2,1,6.0761728843591,2,2,3,2.802625048044396,3,1,4,5,Full-time,1,1,2,1,3.5,5,3,15.15247752376799,2,4,2,0.0,2,3,4,3,5,5,4,0,Substance Use,2
STU-2026-0126,20,Female,On-Campus,2.61,1.0,3,2,3,3,8.3,2,3,1,6.8959788556723485,3,5,4,3.5894427032413607,2,4,1,1,No,4,3,1,3,3.5,4,5,8.38950340027571,3,4,3,0.0,2,4,1,4,4,2,3,0,Active Coping,1
STU-2026-0127,22,Male,On-Campus,2.38,0.8,4,5,3,5,6.4,4,2,3,6.60314568307657,3,4,4,3.9167603745094213,3,4,2,3,No,3,4,1,2,3.5,4,4,9.4265731937001,2,2,2,0.0,3,5,1,4,3,4,2,0,Active Coping,1
STU-2026-0128,22,Male,Off-Campus with family,3.7,0.8,1,1,4,2,7.3,2,3,1,5.457162062244026,4,5,4,2.196802565751972,3,2,5,5,Part-time,4,4,3,3,3.5,5,3,18.73129853733296,2,4,3,0.0,0,5,1,5,1,5,2,0,Active Coping,0
STU-2026-0129,18,Male,Off-Campus with family,3.05,0.6,4,5,2,5,7.0,2,4,3,4.424609666341013,2,4,2,0.8909131862049386,2,1,4,3,Part-time,4,5,2,4,1.5,5,4,15.854159492066486,3,5,2,0.0,3,5,2,5,2,4,5,0,Social Support Seeking,1
STU-2026-0130,20,Female,On-Campus,3.32,0.8,2,3,5,2,4.6,3,2,1,13.001862423648296,4,4,5,8.0,5,5,3,4,No,5,5,3,4,0.0,2,5,21.30103703039419,4,2,3,1.0,1,4,2,5,3,2,4,0,Active Coping,1
STU-2026-0131,20,Female,On-Campus,3.59,1.0,2,3,5,3,7.7,2,3,1,6.028137936985545,3,4,5,2.353657409782064,2,3,2,2,No,3,4,1,2,1.5,3,4,16.466310516233985,1,3,5,0.0,2,5,2,4,1,3,5,0,Active Coping,0
STU-2026-0132,19,Prefer not to say,Off-Campus alone,2.92,1.0,2,3,5,3,5.9,2,3,1,12.87900513343613,5,5,5,5.770069434072839,2,3,4,5,Part-time,5,5,2,5,5.5,5,5,9.084925033339374,1,4,1,0.0,2,5,2,4,1,5,5,0,Substance Use,0
STU-2026-0133,18,Prefer not to say,Off-Campus alone,2.74,1.0,1,1,4,2,9.4,1,5,2,4.146773988109865,3,4,3,0.8454580524514905,2,1,2,3,No,5,5,3,4,1.5,4,3,12.390490929084226,3,4,2,0.0,1,5,3,5,1,3,5,0,Denial,0
STU-2026-0134,19,Female,Off-Campus with family,2.66,1.0,3,4,3,4,7.8,2,3,1,8.64265017189752,3,4,5,3.855019583300339,4,4,4,3,Full-time,5,4,2,4,0.0,2,5,17.82407074841465,2,2,4,0.0,3,4,2,4,3,4,4,0,Social Support Seeking,2
STU-2026-0135,23,Female,On-Campus,2.65,0.4,2,1,5,3,7.4,2,4,1,7.574103540974674,3,4,2,5.250699568880606,2,2,2,3,Full-time,4,3,2,3,0.0,4,5,18.551662481193127,3,3,3,0.0,1,5,2,4,2,5,4,0,Social Support Seeking,0
STU-2026-0136,19,Non-Binary,On-Campus,3.67,1.0,5,5,1,5,7.3,3,2,1,4.695126182337348,2,2,2,1.5922761264714567,2,1,5,5,Part-time,3,2,3,2,5.5,4,3,19.275543160773438,3,3,1,0.0,3,4,3,4,4,5,4,0,Social Support Seeking,2
STU-2026-0137,20,Female,On-Campus,2.49,1.0,3,3,4,3,7.7,1,4,1,5.8311072254482905,2,4,3,2.3190846114319554,1,1,2,2,No,3,3,1,2,0.0,5,5,9.757379433974034,2,5,2,0.0,2,4,1,4,3,3,3,0,Active Coping,1
STU-2026-0138,21,Male,Off-Campus alone,2.84,0.8,2,3,5,3,7.2,3,3,1,6.9621748265975745,4,5,2,3.7846034125714625,3,3,2,1,Part-time,1,1,1,1,0.0,3,4,8.994849169615375,1,2,2,2.0,2,3,3,4,3,4,4,0,Denial,2
STU-2026-0139,19,Female,On-Campus,3.34,1.0,4,4,3,4,7.8,3,2,1,4.889708457084685,1,1,2,2.9699934348516774,3,2,2,1,No,2,1,2,2,1.5,4,3,14.050987401262896,5,5,1,1.0,3,4,3,4,3,5,4,0,Substance Use,2
STU-2026-0140,24,Male,Off-Campus with family,3.42,1.0,5,5,2,5,9.4,1,4,1,6.3596485149114335,2,3,2,2.5991617138557204,2,3,2,1,No,4,4,1,4,5.5,5,3,22.200367582667273,4,3,5,0.0,3,5,2,5,3,3,5,1,Active Coping,1
STU-2026-0141,24,Non-Binary,On-Campus,3.05,1.0,4,3,3,5,7.3,1,4,2,1.087743936523463,1,3,2,0.5,1,1,4,5,No,4,3,3,4,1.5,4,3,11.53065839595991,4,2,4,0.0,2,5,1,4,3,3,4,0,Active Coping,1
STU-2026-0142,19,Female,Off-Campus with family,3.34,1.0,1,2,4,2,7.0,2,3,1,8.778789975671849,3,4,2,5.87224586105204,4,5,3,2,No,5,5,3,5,1.5,2,4,17.274859453004865,3,3,3,0.0,1,3,1,5,1,2,4,0,Denial,0
STU-2026-0143,20,Male,Off-Campus with family,3.16,0.8,5,5,1,5,7.7,3,3,1,10.067879185306982,4,2,5,5.42228269475594,3,3,4,5,Part-time,1,1,4,1,1.5,5,4,17.275305694694826,4,4,2,0.0,3,4,2,4,5,2,4,0,Active Coping,2
STU-2026-0144,19,Female,Off-Campus alone,3.69,1.0,4,3,2,5,6.9,1,5,1,8.135909268746648,3,4,4,2.1113551209513615,1,2,1,2,Part-time,2,1,2,1,0.0,4,4,18.803863748353066,5,2,1,1.0,1,4,3,4,4,5,3,0,Social Support Seeking,1
STU-2026-0145,19,Female,On-Campus,,1.0,2,3,4,2,8.2,1,4,2,12.660645319844448,4,2,4,2.9684647728250138,1,2,3,3,Part-time,4,3,1,3,3.5,4,5,23.32220126974105,4,2,4,0.0,1,4,2,4,2,4,4,0,Social Support Seeking,0
STU-2026-0146,18,Male,On-Campus,3.43,1.0,1,1,5,1,7.9,2,3,3,8.705240568999733,2,2,4,3.84575700291699,2,3,2,2,No,3,4,1,3,1.5,4,4,22.80953212383053,2,5,1,0.0,0,5,2,5,1,5,4,0,Active Coping,0
STU-2026-0147,20,Male,On-Campus,2.41,1.0,3,2,2,4,6.3,2,4,5,9.8570240969439,3,5,4,3.056121361651749,1,3,1,1,No,2,3,3,2,1.5,1,4,12.026970830802474,3,5,2,2.0,1,4,3,5,2,4,4,0,Active Coping,1
STU-2026-0148,20,Female,Off-Campus alone,1.95,0.8,2,2,3,2,7.2,3,2,1,10.095907081275278,3,3,4,3.301284651328692,2,2,1,1,No,5,5,1,4,3.5,5,5,4.51052279345663,3,3,2,0.0,2,5,2,5,2,4,4,0,Social Support Seeking,0
STU-2026-0149,18,Female,Off-Campus alone,2.91,1.0,4,3,1,4,7.6,3,3,2,1.0,1,5,1,0.6388460894139241,1,1,5,5,Full-time,4,5,2,3,5.5,4,2,11.607353323176287,3,2,3,1.0,3,5,4,5,2,4,3,0,Active Coping,1
STU-2026-0150,19,Female,Off-Campus with family,3.24,1.0,3,3,4,3,6.5,2,3,1,8.059182996873908,3,1,4,1.9727510895085845,3,2,1,2,No,3,3,3,3,1.5,4,4,15.378361470236177,3,4,2,,2,5,2,5,4,1,4,0,Social Support Seeking,1
STU-2026-0151,23,Female,Off-Campus with family,3.28,0.6,5,4,2,5,7.8,2,4,1,3.542662624208047,2,4,2,1.9756793817021323,2,1,3,4,Part-time,5,5,1,5,0.0,3,3,13.191773611571714,5,4,2,0.0,2,4,1,4,3,5,4,0,Denial,1
STU-2026-0152,19,Female,Off-Campus with family,4.0,0.8,3,4,4,4,9.2,1,5,1,4.047741371072986,2,2,2,1.3583051324418773,4,2,1,1,No,4,5,1,4,3.5,4,3,24.839494714640676,4,2,4,0.0,2,5,1,5,1,3,4,0,Social Support Seeking,0
STU-2026-0153,18,Female,On-Campus,3.46,1.0,2,1,4,3,8.6,1,5,1,4.482566820495213,2,4,2,2.600624393075205,1,1,1,2,No,4,5,2,4,1.5,5,3,15.093901521582247,2,5,3,0.0,1,4,1,4,2,4,4,0,Substance Use,0
STU-2026-0154,20,Female,Off-Campus alone,3.4,1.0,2,3,5,3,,3,3,3,6.218210499956559,3,5,2,3.4896951280709954,3,5,2,3,Part-time,5,5,4,4,5.5,5,4,18.268559401280967,1,1,1,0.0,1,5,3,4,3,1,2,0,Active Coping,0
STU-2026-0155,25,Female,Off-Campus with family,3.05,0.8,3,4,3,3,8.0,1,4,1,8.626149901844242,3,5,3,1.7571118053279138,1,3,5,5,No,1,1,1,1,5.5,5,5,16.086071548236717,3,4,3,0.0,2,5,2,4,3,5,3,0,Active Coping,1
STU-2026-0156,19,Male,On-Campus,2.44,0.8,4,3,3,5,7.6,1,4,1,8.084974562516761,2,1,4,3.67516834367715,2,3,4,5,Part-time,4,3,4,4,0.0,4,4,13.26683408254589,1,3,2,0.0,2,5,1,5,3,5,4,0,Denial,1
STU-2026-0157,21,Male,Off-Campus with family,2.66,1.0,4,5,2,5,6.3,3,3,2,6.968546542956006,3,4,4,1.879136457237179,2,5,5,5,Full-time,1,1,2,1,5.5,4,4,5.375941610186668,2,4,2,0.0,3,4,2,4,4,3,4,0,Social Support Seeking,2
STU-2026-0158,21,Male,On-Campus,3.13,0.4,2,1,5,3,7.0,1,5,2,8.806708603014902,2,4,3,5.575646241783623,3,4,2,1,No,1,2,5,1,1.5,4,5,14.606911807292574,3,2,3,1.0,0,4,2,5,3,4,4,0,Active Coping,1
STU-2026-0159,19,Female,On-Campus,3.94,1.0,2,1,5,3,7.1,1,5,1,8.958715803980258,4,3,3,5.695888272458815,4,4,1,1,No,5,5,1,4,1.5,5,5,31.273236465770633,3,4,2,0.0,0,4,1,5,2,4,5,0,Denial,0
STU-2026-0160,21,Female,Off-Campus with family,2.44,1.0,1,2,4,1,8.0,1,5,1,8.106560473083363,3,2,4,3.3169848881711923,3,3,2,3,No,4,5,1,4,0.0,4,3,8.777708000810831,5,5,2,0.0,1,5,2,5,2,3,3,0,Active Coping,0
STU-2026-0161,19,Female,On-Campus,2.91,1.0,4,5,3,4,7.5,2,3,2,2.688738034813035,2,5,2,1.1351793078794479,1,2,4,3,Full-time,4,3,3,4,3.5,4,1,5.925634778128877,2,3,3,0.0,3,5,1,4,3,2,1,0,Social Support Seeking,1
STU-2026-0162,20,Male,Off-Campus with family,3.58,1.0,1,1,5,1,6.8,2,4,1,5.15166802660819,3,5,3,1.8115401162946636,2,3,4,5,No,5,4,4,5,1.5,3,3,24.68194651284455,2,3,5,0.0,1,5,2,5,1,4,4,1,Social Support Seeking,0
STU-2026-0163,20,Male,On-Campus,3.21,0.8,3,4,2,4,7.4,2,4,1,7.065819584856622,3,5,3,3.9448693278830276,3,3,1,1,Part-time,5,5,1,5,1.5,3,5,18.710414849346677,1,2,3,0.0,3,4,2,5,1,2,4,1,Active Coping,1
STU-2026-0164,20,,On-Campus,3.09,1.0,4,4,2,5,6.5,2,4,1,8.83363220785271,3,5,4,3.3508677256419834,2,4,3,3,Part-time,5,4,3,4,5.5,4,5,15.937099402617182,3,5,1,0.0,3,5,1,4,2,3,4,0,Active Coping,1
STU-2026-0165,18,Male,On-Campus,3.52,1.0,5,5,1,5,7.6,2,4,1,3.6785508556900335,3,4,2,1.2282542892892998,1,1,2,2,Part-time,3,3,4,2,1.5,5,4,21.813369311835288,2,5,2,0.0,3,5,2,4,2,3,5,1,Active Coping,1
STU-2026-0166,22,Female,On-Campus,2.92,0.6,3,2,2,4,7.4,2,4,3,6.971637025561799,2,3,3,2.901006434132077,3,2,2,2,No,3,4,1,3,1.5,3,4,10.842490285219515,3,4,2,0.0,1,5,2,5,2,3,5,0,Denial,0
STU-2026-0167,19,Male,Off-Campus with family,2.85,1.0,2,3,4,3,7.7,1,5,1,3.0859388590263697,2,3,3,0.7583502158591482,2,3,4,4,Part-time,2,3,2,2,3.5,2,1,14.46702619542674,2,3,2,0.0,1,4,3,5,3,2,3,0,Denial,1
STU-2026-0168,19,Male,On-Campus,3.38,1.0,4,3,3,4,8.0,2,4,1,9.564794964298194,3,2,5,5.483512278914525,4,4,4,5,Full-time,3,3,4,3,3.5,2,4,19.775770584504116,3,5,2,0.0,3,5,3,4,2,3,5,2,Active Coping,1
STU-2026-0169,18,Female,Off-Campus with family,3.4,1.0,4,3,2,4,8.8,2,3,1,7.60586819591181,3,4,3,1.5690769230903758,1,2,2,1,No,3,3,1,2,5.5,5,5,25.551771839101978,4,2,3,0.0,3,4,1,4,4,3,3,1,Social Support Seeking,2
STU-2026-0170,20,Male,Off-Campus with family,2.4,1.0,3,2,4,4,8.8,1,5,1,3.6346599101101433,2,5,2,1.8981739899089145,2,1,2,3,No,4,3,1,4,5.5,4,4,9.157278426716958,1,3,1,0.0,2,5,1,3,3,3,4,2,Denial,1
STU-2026-0171,21,Female,Off-Campus with family,3.13,1.0,5,5,2,5,6.2,3,3,1,3.6181786554892668,1,5,2,1.0544539948731662,2,2,4,4,Full-time,4,4,3,3,1.5,3,1,21.40367229280197,3,3,2,0.0,3,4,1,4,3,4,4,0,Substance Use,2
STU-2026-0172,18,Female,Off-Campus alone,2.56,0.8,4,5,2,5,6.7,2,4,1,7.9685796789606504,3,5,5,2.5196810157783323,2,2,3,4,No,5,5,1,5,1.5,4,5,16.90919530420492,3,3,3,1.0,3,5,2,5,3,5,4,0,Active Coping,2
STU-2026-0173,20,Male,Off-Campus with family,3.39,1.0,2,1,3,2,6.8,3,2,1,10.436997286407912,4,5,5,5.40444417976165,3,3,5,4,Part-time,4,3,1,3,1.5,4,5,15.81530533714708,4,5,2,1.0,1,5,2,5,3,2,3,0,Active Coping,1
STU-2026-0174,19,Female,On-Campus,3.17,1.0,2,1,4,2,6.0,2,3,1,4.258035406376632,1,5,2,2.965601298192298,4,3,5,5,No,4,4,5,3,3.5,4,3,14.96135388872631,3,4,5,0.0,1,4,2,5,3,5,4,0,Denial,1
STU-2026-0175,20,Female,On-Campus,2.6,0.8,3,3,4,3,,1,4,1,8.966510271540193,2,3,4,5.280007981370774,4,1,3,2,No,3,2,2,3,1.5,4,4,8.076766896526983,3,2,2,0.0,2,4,1,4,3,3,4,0,Substance Use,1
STU-2026-0176,19,Non-Binary,On-Campus,3.57,0.8,4,5,2,4,7.5,2,4,1,5.644405704930426,2,5,4,1.7662463952466367,2,2,3,4,Part-time,1,1,3,1,3.5,3,5,19.815444991065164,4,3,4,0.0,2,4,2,5,4,4,3,1,Denial,1
STU-2026-0177,21,Male,Off-Campus with family,2.94,1.0,1,2,5,2,6.7,1,5,1,9.057985256732216,5,4,3,2.6088118693376883,2,3,3,2,No,3,2,3,2,0.0,4,5,11.088654898368361,3,3,4,1.0,0,5,2,4,2,3,2,0,Social Support Seeking,0
STU-2026-0178,19,Female,On-Campus,2.43,1.0,4,4,3,4,7.2,3,3,1,8.707977275913281,3,3,4,5.513163530152662,3,3,2,1,No,4,3,1,4,0.0,2,5,9.601546487488264,3,4,4,0.0,3,3,2,4,3,4,4,0,Denial,2
STU-2026-0179,23,Female,Off-Campus with family,3.1,1.0,4,4,1,4,6.0,2,3,3,7.3882496037060985,2,5,3,3.118520859343052,4,2,1,1,No,2,2,1,1,0.0,2,3,19.42729479450169,1,2,1,1.0,3,4,3,5,2,4,4,0,Active Coping,2
STU-2026-0180,18,Male,Off-Campus with family,3.7,1.0,2,3,4,3,7.7,2,4,1,2.414021734298543,2,5,1,0.6482285692465586,1,1,4,3,No,4,5,1,4,0.0,4,4,18.945670125733393,4,2,5,0.0,1,4,2,5,2,3,4,0,Social Support Seeking,0
STU-2026-0181,19,Female,On-Campus,2.88,1.0,4,4,3,5,7.3,3,2,1,8.702964125310283,4,2,3,5.492490367863829,3,3,1,1,No,4,5,1,3,1.5,3,4,15.395000418055313,5,4,1,0.0,3,5,1,4,4,3,3,0,Denial,2
STU-2026-0182,18,Prefer not to say,Off-Campus alone,3.35,1.0,5,5,2,5,7.3,3,2,1,8.255048177492162,4,1,3,5.019450480793514,3,4,4,4,No,2,2,2,1,0.0,4,5,20.397718104058207,5,5,1,0.0,3,4,3,5,4,5,5,2,Active Coping,2
STU-2026-0183,23,Female,On-Campus,3.35,0.6,1,2,5,1,7.7,2,3,4,8.026074382986256,4,4,4,5.55366770786334,4,4,4,4,Full-time,3,4,2,2,0.0,1,4,22.129682907395576,5,5,2,0.0,1,5,3,5,2,2,3,0,Active Coping,0
STU-2026-0184,22,Male,On-Campus,3.48,1.0,3,2,2,4,7.8,1,4,1,7.489185158077445,4,4,3,4.904456489707133,3,4,3,4,No,3,2,2,2,0.0,2,3,21.541120389127702,4,5,1,0.0,2,3,1,3,2,2,5,0,Social Support Seeking,1
STU-2026-0185,19,Female,Off-Campus with family,3.6,0.8,3,2,3,4,7.4,2,3,2,4.80303277916973,3,5,2,3.006195014617279,3,2,4,5,Part-time,3,2,1,3,3.5,5,3,12.3586051329901,3,4,1,0.0,2,5,2,5,3,1,4,1,Social Support Seeking,1
STU-2026-0186,21,Male,Off-Campus with family,2.9,1.0,5,5,1,5,7.2,2,4,1,9.70740692754778,3,3,4,2.1966619222706485,2,2,4,5,No,4,3,1,4,3.5,4,5,20.07052465639856,4,2,2,0.0,3,5,2,5,2,2,4,2,Active Coping,1
STU-2026-0187,22,Male,Off-Campus with family,2.68,0.8,5,5,1,5,6.3,2,4,3,9.24534930204159,2,2,2,2.331748142164238,3,2,4,5,Part-time,4,4,2,4,0.0,4,4,16.058204887543244,3,5,2,1.0,3,5,2,4,2,3,5,1,Active Coping,1
STU-2026-0188,20,,Off-Campus with family,2.94,0.8,3,4,2,4,7.6,2,3,3,4.311443057888337,2,3,3,2.088857933146488,1,3,3,2,No,4,3,2,3,3.5,5,3,23.629538851761872,3,3,3,0.0,2,4,1,4,4,3,3,1,Substance Use,1
STU-2026-0189,20,Male,On-Campus,2.85,0.8,4,5,1,4,5.9,2,4,1,10.28573752629438,4,1,3,4.790475519222665,4,3,2,1,Full-time,5,4,1,4,1.5,4,5,14.381358318664136,2,4,1,0.0,3,4,2,4,3,3,3,0,Social Support Seeking,2
STU-2026-0190,19,Male,Off-Campus alone,3.33,1.0,3,4,3,4,8.5,2,4,1,7.329173586588468,3,1,4,3.14408066495062,2,3,2,3,No,4,4,2,4,0.0,5,5,13.217641813158348,2,3,3,0.0,2,5,2,4,2,1,4,1,Active Coping,0
STU-2026-0191,18,Male,Off-Campus alone,2.64,1.0,3,4,4,4,7.1,1,4,1,7.322842382862931,3,5,3,2.9173813211793402,2,3,1,1,No,5,4,1,5,1.5,4,4,11.931015615785617,4,5,5,0.0,2,4,1,3,2,4,3,0,Social Support Seeking,1
